,speaker_path,listener_path
847,UDIVA/talk/188189/FC1/21,UDIVA/talk/188189/FC2/21
848,UDIVA/talk/188189/FC1/22,UDIVA/talk/188189/FC2/22
849,UDIVA/talk/188189/FC1/27,UDIVA/talk/188189/FC2/27
850,UDIVA/animal/188189/FC1/10,UDIVA/animal/188189/FC2/10
851,UDIVA/animal/188189/FC1/16,UDIVA/animal/188189/FC2/16
852,UDIVA/animal/188189/FC1/51,UDIVA/animal/188189/FC2/51
853,UDIVA/animal/188189/FC1/54,UDIVA/animal/188189/FC2/54
854,UDIVA/animal/188189/FC1/55,UDIVA/animal/188189/FC2/55
855,UDIVA/animal/188189/FC1/56,UDIVA/animal/188189/FC2/56
856,UDIVA/animal/188189/FC1/57,UDIVA/animal/188189/FC2/57
857,UDIVA/animal/188189/FC1/58,UDIVA/animal/188189/FC2/58
858,UDIVA/talk/127129/FC1/2,UDIVA/talk/127129/FC2/2
859,UDIVA/talk/127129/FC1/3,UDIVA/talk/127129/FC2/3
860,UDIVA/talk/127129/FC1/7,UDIVA/talk/127129/FC2/7
861,UDIVA/talk/127129/FC1/8,UDIVA/talk/127129/FC2/8
862,UDIVA/talk/127129/FC1/9,UDIVA/talk/127129/FC2/9
863,UDIVA/talk/127129/FC1/10,UDIVA/talk/127129/FC2/10
864,UDIVA/talk/127129/FC1/11,UDIVA/talk/127129/FC2/11
865,UDIVA/talk/127129/FC1/14,UDIVA/talk/127129/FC2/14
866,UDIVA/talk/127129/FC1/15,UDIVA/talk/127129/FC2/15
867,UDIVA/talk/127129/FC1/16,UDIVA/talk/127129/FC2/16
868,UDIVA/talk/127129/FC1/17,UDIVA/talk/127129/FC2/17
869,UDIVA/talk/127129/FC1/18,UDIVA/talk/127129/FC2/18
870,UDIVA/talk/127129/FC1/19,UDIVA/talk/127129/FC2/19
871,UDIVA/talk/127129/FC1/20,UDIVA/talk/127129/FC2/20
872,UDIVA/talk/127184/FC1/6,UDIVA/talk/127184/FC2/6
873,UDIVA/talk/127184/FC1/11,UDIVA/talk/127184/FC2/11
874,UDIVA/talk/127184/FC1/20,UDIVA/talk/127184/FC2/20
875,UDIVA/ghost/127184/FC1/9,UDIVA/ghost/127184/FC2/9
876,UDIVA/ghost/127184/FC1/10,UDIVA/ghost/127184/FC2/10
877,UDIVA/ghost/127184/FC1/11,UDIVA/ghost/127184/FC2/11
878,UDIVA/ghost/127184/FC1/12,UDIVA/ghost/127184/FC2/12
879,UDIVA/animal/127129/FC1/2,UDIVA/animal/127129/FC2/2
880,UDIVA/animal/127129/FC1/3,UDIVA/animal/127129/FC2/3
881,UDIVA/animal/127184/FC1/2,UDIVA/animal/127184/FC2/2
882,UDIVA/animal/127184/FC1/3,UDIVA/animal/127184/FC2/3
883,UDIVA/animal/127184/FC1/4,UDIVA/animal/127184/FC2/4
884,UDIVA/talk/098126/FC1/2,UDIVA/talk/098126/FC2/2
885,UDIVA/talk/098126/FC1/3,UDIVA/talk/098126/FC2/3
886,UDIVA/animal/098126/FC1/31,UDIVA/animal/098126/FC2/31
887,UDIVA/talk/184185/FC1/1,UDIVA/talk/184185/FC2/1
888,UDIVA/talk/184185/FC1/19,UDIVA/talk/184185/FC2/19
889,UDIVA/talk/015126/FC1/7,UDIVA/talk/015126/FC2/7
890,UDIVA/talk/015126/FC1/8,UDIVA/talk/015126/FC2/8
891,UDIVA/talk/015126/FC1/11,UDIVA/talk/015126/FC2/11
892,UDIVA/talk/015126/FC1/12,UDIVA/talk/015126/FC2/12
893,UDIVA/talk/015126/FC1/19,UDIVA/talk/015126/FC2/19
894,UDIVA/talk/015126/FC1/20,UDIVA/talk/015126/FC2/20
895,UDIVA/animal/015126/FC1/1,UDIVA/animal/015126/FC2/1
896,UDIVA/talk/172185/FC1/7,UDIVA/talk/172185/FC2/7
897,UDIVA/talk/172185/FC1/8,UDIVA/talk/172185/FC2/8
898,UDIVA/talk/172185/FC1/9,UDIVA/talk/172185/FC2/9
899,UDIVA/talk/172185/FC1/10,UDIVA/talk/172185/FC2/10
900,UDIVA/talk/172185/FC1/11,UDIVA/talk/172185/FC2/11
901,UDIVA/talk/172185/FC1/12,UDIVA/talk/172185/FC2/12
902,UDIVA/talk/172185/FC1/13,UDIVA/talk/172185/FC2/13
903,UDIVA/talk/172185/FC1/14,UDIVA/talk/172185/FC2/14
904,UDIVA/talk/172185/FC1/15,UDIVA/talk/172185/FC2/15
905,UDIVA/talk/172185/FC1/16,UDIVA/talk/172185/FC2/16
906,UDIVA/talk/172185/FC1/17,UDIVA/talk/172185/FC2/17
907,UDIVA/talk/172185/FC1/18,UDIVA/talk/172185/FC2/18
908,UDIVA/talk/172185/FC1/19,UDIVA/talk/172185/FC2/19
909,UDIVA/talk/172185/FC1/20,UDIVA/talk/172185/FC2/20
910,UDIVA/talk/172185/FC1/21,UDIVA/talk/172185/FC2/21
911,UDIVA/animal/172185/FC1/11,UDIVA/animal/172185/FC2/11
912,UDIVA/animal/172185/FC1/14,UDIVA/animal/172185/FC2/14
913,UDIVA/animal/172185/FC1/15,UDIVA/animal/172185/FC2/15
914,UDIVA/talk/015133/FC1/13,UDIVA/talk/015133/FC2/13
915,UDIVA/animal/015133/FC1/9,UDIVA/animal/015133/FC2/9
916,UDIVA/animal/034133/FC1/13,UDIVA/animal/034133/FC2/13
917,UDIVA/talk/010034/FC1/1,UDIVA/talk/010034/FC2/1
918,UDIVA/talk/034121/FC1/14,UDIVA/talk/034121/FC2/14
919,UDIVA/talk/034035/FC1/12,UDIVA/talk/034035/FC2/12
920,UDIVA/talk/034035/FC1/19,UDIVA/talk/034035/FC2/19
921,UDIVA/talk/011034/FC1/15,UDIVA/talk/011034/FC2/15
922,UDIVA/talk/011034/FC1/16,UDIVA/talk/011034/FC2/16
923,UDIVA/talk/011034/FC1/17,UDIVA/talk/011034/FC2/17
924,UDIVA/talk/011034/FC1/23,UDIVA/talk/011034/FC2/23
925,UDIVA/animal/034121/FC1/10,UDIVA/animal/034121/FC2/10
926,UDIVA/animal/034121/FC1/22,UDIVA/animal/034121/FC2/22
927,UDIVA/animal/011034/FC1/2,UDIVA/animal/011034/FC2/2
928,UDIVA/animal/011034/FC1/3,UDIVA/animal/011034/FC2/3
929,UDIVA/animal/011034/FC1/4,UDIVA/animal/011034/FC2/4
930,UDIVA/animal/011034/FC1/5,UDIVA/animal/011034/FC2/5
931,UDIVA/animal/011034/FC1/6,UDIVA/animal/011034/FC2/6
932,UDIVA/animal/011034/FC1/7,UDIVA/animal/011034/FC2/7
933,UDIVA/animal/011034/FC1/8,UDIVA/animal/011034/FC2/8
934,UDIVA/animal/011034/FC1/9,UDIVA/animal/011034/FC2/9
935,UDIVA/animal/011034/FC1/10,UDIVA/animal/011034/FC2/10
936,UDIVA/animal/011034/FC1/11,UDIVA/animal/011034/FC2/11
937,UDIVA/animal/011034/FC1/12,UDIVA/animal/011034/FC2/12
938,UDIVA/animal/011034/FC1/19,UDIVA/animal/011034/FC2/19
939,UDIVA/animal/011034/FC1/20,UDIVA/animal/011034/FC2/20
940,UDIVA/animal/011034/FC1/21,UDIVA/animal/011034/FC2/21
941,UDIVA/animal/011034/FC1/22,UDIVA/animal/011034/FC2/22
942,UDIVA/talk/010011/FC1/6,UDIVA/talk/010011/FC2/6
943,UDIVA/talk/010011/FC1/16,UDIVA/talk/010011/FC2/16
944,UDIVA/talk/010011/FC1/17,UDIVA/talk/010011/FC2/17
945,UDIVA/talk/010011/FC1/18,UDIVA/talk/010011/FC2/18
946,UDIVA/animal/010011/FC1/3,UDIVA/animal/010011/FC2/3
947,UDIVA/animal/010011/FC1/4,UDIVA/animal/010011/FC2/4
948,UDIVA/animal/010011/FC1/5,UDIVA/animal/010011/FC2/5
949,UDIVA/animal/010011/FC1/6,UDIVA/animal/010011/FC2/6
950,UDIVA/animal/010011/FC1/9,UDIVA/animal/010011/FC2/9
951,UDIVA/animal/010011/FC1/12,UDIVA/animal/010011/FC2/12
952,UDIVA/animal/010011/FC1/13,UDIVA/animal/010011/FC2/13
953,UDIVA/animal/010011/FC1/14,UDIVA/animal/010011/FC2/14
954,UDIVA/animal/010011/FC1/19,UDIVA/animal/010011/FC2/19
955,UDIVA/animal/010011/FC1/24,UDIVA/animal/010011/FC2/24
956,UDIVA/animal/010011/FC1/27,UDIVA/animal/010011/FC2/27
957,UDIVA/talk/035040/FC1/8,UDIVA/talk/035040/FC2/8
958,UDIVA/talk/035040/FC1/9,UDIVA/talk/035040/FC2/9
959,UDIVA/talk/035040/FC1/10,UDIVA/talk/035040/FC2/10
960,UDIVA/talk/035040/FC1/11,UDIVA/talk/035040/FC2/11
961,UDIVA/talk/035040/FC1/12,UDIVA/talk/035040/FC2/12
962,UDIVA/talk/035040/FC1/13,UDIVA/talk/035040/FC2/13
963,UDIVA/talk/035040/FC1/18,UDIVA/talk/035040/FC2/18
964,UDIVA/talk/035040/FC1/22,UDIVA/talk/035040/FC2/22
965,UDIVA/talk/035114/FC1/6,UDIVA/talk/035114/FC2/6
966,UDIVA/talk/035114/FC1/7,UDIVA/talk/035114/FC2/7
967,UDIVA/talk/035114/FC1/8,UDIVA/talk/035114/FC2/8
968,UDIVA/ghost/035166/FC1/9,UDIVA/ghost/035166/FC2/9
969,UDIVA/animal/035040/FC1/3,UDIVA/animal/035040/FC2/3
970,UDIVA/animal/035040/FC1/4,UDIVA/animal/035040/FC2/4
971,UDIVA/animal/035040/FC1/5,UDIVA/animal/035040/FC2/5
972,UDIVA/animal/035040/FC1/6,UDIVA/animal/035040/FC2/6
973,UDIVA/animal/035040/FC1/7,UDIVA/animal/035040/FC2/7
974,UDIVA/animal/035040/FC1/8,UDIVA/animal/035040/FC2/8
975,UDIVA/animal/035040/FC1/26,UDIVA/animal/035040/FC2/26
976,UDIVA/animal/035040/FC1/29,UDIVA/animal/035040/FC2/29
977,UDIVA/animal/035114/FC1/14,UDIVA/animal/035114/FC2/14
978,UDIVA/animal/035114/FC1/15,UDIVA/animal/035114/FC2/15
979,UDIVA/lego/035040/FC1/19,UDIVA/lego/035040/FC2/19
980,UDIVA/talk/040090/FC1/7,UDIVA/talk/040090/FC2/7
981,UDIVA/talk/040090/FC1/8,UDIVA/talk/040090/FC2/8
982,UDIVA/talk/040090/FC1/9,UDIVA/talk/040090/FC2/9
983,UDIVA/talk/040090/FC1/10,UDIVA/talk/040090/FC2/10
984,UDIVA/talk/040090/FC1/11,UDIVA/talk/040090/FC2/11
985,UDIVA/talk/040090/FC1/12,UDIVA/talk/040090/FC2/12
986,UDIVA/talk/040090/FC1/13,UDIVA/talk/040090/FC2/13
987,UDIVA/talk/040090/FC1/14,UDIVA/talk/040090/FC2/14
988,UDIVA/talk/040090/FC1/15,UDIVA/talk/040090/FC2/15
989,UDIVA/talk/040090/FC1/21,UDIVA/talk/040090/FC2/21
990,UDIVA/talk/040090/FC1/22,UDIVA/talk/040090/FC2/22
991,UDIVA/animal/040090/FC1/19,UDIVA/animal/040090/FC2/19
992,UDIVA/animal/040090/FC1/20,UDIVA/animal/040090/FC2/20
993,UDIVA/animal/040090/FC1/21,UDIVA/animal/040090/FC2/21
994,UDIVA/animal/040090/FC1/22,UDIVA/animal/040090/FC2/22
995,UDIVA/animal/040090/FC1/23,UDIVA/animal/040090/FC2/23
996,UDIVA/animal/040090/FC1/24,UDIVA/animal/040090/FC2/24
997,UDIVA/animal/040090/FC1/25,UDIVA/animal/040090/FC2/25
998,UDIVA/animal/040090/FC1/26,UDIVA/animal/040090/FC2/26
999,UDIVA/talk/020090/FC1/6,UDIVA/talk/020090/FC2/6
1000,UDIVA/talk/020090/FC1/7,UDIVA/talk/020090/FC2/7
1001,UDIVA/animal/020090/FC1/2,UDIVA/animal/020090/FC2/2
1002,UDIVA/animal/020090/FC1/3,UDIVA/animal/020090/FC2/3
1003,UDIVA/animal/020090/FC1/6,UDIVA/animal/020090/FC2/6
1004,UDIVA/animal/020090/FC1/7,UDIVA/animal/020090/FC2/7
1005,UDIVA/animal/020090/FC1/8,UDIVA/animal/020090/FC2/8
1006,UDIVA/animal/020090/FC1/9,UDIVA/animal/020090/FC2/9
1007,UDIVA/animal/020090/FC1/10,UDIVA/animal/020090/FC2/10
1008,UDIVA/animal/020090/FC1/11,UDIVA/animal/020090/FC2/11
1009,UDIVA/animal/020090/FC1/12,UDIVA/animal/020090/FC2/12
1010,UDIVA/animal/020090/FC1/34,UDIVA/animal/020090/FC2/34
1011,UDIVA/animal/020090/FC1/38,UDIVA/animal/020090/FC2/38
1012,UDIVA/talk/020025/FC1/16,UDIVA/talk/020025/FC2/16
1013,UDIVA/talk/020025/FC1/19,UDIVA/talk/020025/FC2/19
1014,UDIVA/talk/020025/FC1/20,UDIVA/talk/020025/FC2/20
1015,UDIVA/animal/020025/FC1/10,UDIVA/animal/020025/FC2/10
1016,UDIVA/animal/020025/FC1/11,UDIVA/animal/020025/FC2/11
1017,UDIVA/animal/020025/FC1/12,UDIVA/animal/020025/FC2/12
1018,UDIVA/animal/020025/FC1/15,UDIVA/animal/020025/FC2/15
1019,UDIVA/animal/020025/FC1/16,UDIVA/animal/020025/FC2/16
1020,UDIVA/animal/020025/FC1/34,UDIVA/animal/020025/FC2/34
1021,UDIVA/animal/020149/FC1/74,UDIVA/animal/020149/FC2/74
1022,UDIVA/talk/025157/FC1/2,UDIVA/talk/025157/FC2/2
1023,UDIVA/talk/025157/FC1/9,UDIVA/talk/025157/FC2/9
1024,UDIVA/talk/025157/FC1/10,UDIVA/talk/025157/FC2/10
1025,UDIVA/talk/018025/FC1/2,UDIVA/talk/018025/FC2/2
1026,UDIVA/talk/018025/FC1/5,UDIVA/talk/018025/FC2/5
1027,UDIVA/talk/018025/FC1/6,UDIVA/talk/018025/FC2/6
1028,UDIVA/talk/018025/FC1/7,UDIVA/talk/018025/FC2/7
1029,UDIVA/animal/018025/FC1/18,UDIVA/animal/018025/FC2/18
1030,NoXI/065_2016-04-14_Nottingham/Expert_video/1,NoXI/065_2016-04-14_Nottingham/Novice_video/1
1031,NoXI/065_2016-04-14_Nottingham/Expert_video/2,NoXI/065_2016-04-14_Nottingham/Novice_video/2
1032,NoXI/065_2016-04-14_Nottingham/Expert_video/3,NoXI/065_2016-04-14_Nottingham/Novice_video/3
1033,NoXI/065_2016-04-14_Nottingham/Expert_video/4,NoXI/065_2016-04-14_Nottingham/Novice_video/4
1034,NoXI/065_2016-04-14_Nottingham/Expert_video/5,NoXI/065_2016-04-14_Nottingham/Novice_video/5
1035,NoXI/065_2016-04-14_Nottingham/Expert_video/6,NoXI/065_2016-04-14_Nottingham/Novice_video/6
1036,NoXI/065_2016-04-14_Nottingham/Expert_video/7,NoXI/065_2016-04-14_Nottingham/Novice_video/7
1037,NoXI/065_2016-04-14_Nottingham/Expert_video/8,NoXI/065_2016-04-14_Nottingham/Novice_video/8
1038,NoXI/065_2016-04-14_Nottingham/Expert_video/9,NoXI/065_2016-04-14_Nottingham/Novice_video/9
1039,NoXI/065_2016-04-14_Nottingham/Expert_video/10,NoXI/065_2016-04-14_Nottingham/Novice_video/10
1040,NoXI/065_2016-04-14_Nottingham/Expert_video/11,NoXI/065_2016-04-14_Nottingham/Novice_video/11
1041,NoXI/065_2016-04-14_Nottingham/Expert_video/12,NoXI/065_2016-04-14_Nottingham/Novice_video/12
1042,NoXI/065_2016-04-14_Nottingham/Expert_video/13,NoXI/065_2016-04-14_Nottingham/Novice_video/13
1043,NoXI/065_2016-04-14_Nottingham/Expert_video/14,NoXI/065_2016-04-14_Nottingham/Novice_video/14
1044,NoXI/065_2016-04-14_Nottingham/Expert_video/15,NoXI/065_2016-04-14_Nottingham/Novice_video/15
1045,NoXI/065_2016-04-14_Nottingham/Expert_video/16,NoXI/065_2016-04-14_Nottingham/Novice_video/16
1046,NoXI/065_2016-04-14_Nottingham/Expert_video/17,NoXI/065_2016-04-14_Nottingham/Novice_video/17
1047,NoXI/065_2016-04-14_Nottingham/Expert_video/18,NoXI/065_2016-04-14_Nottingham/Novice_video/18
1048,NoXI/065_2016-04-14_Nottingham/Expert_video/19,NoXI/065_2016-04-14_Nottingham/Novice_video/19
1049,NoXI/065_2016-04-14_Nottingham/Expert_video/20,NoXI/065_2016-04-14_Nottingham/Novice_video/20
1050,NoXI/065_2016-04-14_Nottingham/Expert_video/21,NoXI/065_2016-04-14_Nottingham/Novice_video/21
1051,NoXI/065_2016-04-14_Nottingham/Expert_video/22,NoXI/065_2016-04-14_Nottingham/Novice_video/22
1052,NoXI/065_2016-04-14_Nottingham/Expert_video/23,NoXI/065_2016-04-14_Nottingham/Novice_video/23
1053,NoXI/065_2016-04-14_Nottingham/Expert_video/24,NoXI/065_2016-04-14_Nottingham/Novice_video/24
1054,NoXI/065_2016-04-14_Nottingham/Expert_video/25,NoXI/065_2016-04-14_Nottingham/Novice_video/25
1055,NoXI/065_2016-04-14_Nottingham/Expert_video/26,NoXI/065_2016-04-14_Nottingham/Novice_video/26
1056,NoXI/065_2016-04-14_Nottingham/Expert_video/27,NoXI/065_2016-04-14_Nottingham/Novice_video/27
1057,NoXI/065_2016-04-14_Nottingham/Expert_video/28,NoXI/065_2016-04-14_Nottingham/Novice_video/28
1058,NoXI/065_2016-04-14_Nottingham/Expert_video/29,NoXI/065_2016-04-14_Nottingham/Novice_video/29
1059,NoXI/065_2016-04-14_Nottingham/Expert_video/30,NoXI/065_2016-04-14_Nottingham/Novice_video/30
1060,NoXI/065_2016-04-14_Nottingham/Expert_video/31,NoXI/065_2016-04-14_Nottingham/Novice_video/31
1061,NoXI/065_2016-04-14_Nottingham/Expert_video/32,NoXI/065_2016-04-14_Nottingham/Novice_video/32
1062,NoXI/065_2016-04-14_Nottingham/Expert_video/33,NoXI/065_2016-04-14_Nottingham/Novice_video/33
1063,NoXI/065_2016-04-14_Nottingham/Expert_video/34,NoXI/065_2016-04-14_Nottingham/Novice_video/34
1064,NoXI/065_2016-04-14_Nottingham/Expert_video/35,NoXI/065_2016-04-14_Nottingham/Novice_video/35
1065,NoXI/065_2016-04-14_Nottingham/Expert_video/36,NoXI/065_2016-04-14_Nottingham/Novice_video/36
1066,NoXI/065_2016-04-14_Nottingham/Expert_video/37,NoXI/065_2016-04-14_Nottingham/Novice_video/37
1067,NoXI/065_2016-04-14_Nottingham/Expert_video/38,NoXI/065_2016-04-14_Nottingham/Novice_video/38
1068,NoXI/065_2016-04-14_Nottingham/Expert_video/39,NoXI/065_2016-04-14_Nottingham/Novice_video/39
1069,NoXI/065_2016-04-14_Nottingham/Expert_video/40,NoXI/065_2016-04-14_Nottingham/Novice_video/40
1070,NoXI/065_2016-04-14_Nottingham/Expert_video/41,NoXI/065_2016-04-14_Nottingham/Novice_video/41
1071,NoXI/065_2016-04-14_Nottingham/Expert_video/42,NoXI/065_2016-04-14_Nottingham/Novice_video/42
1072,NoXI/065_2016-04-14_Nottingham/Expert_video/43,NoXI/065_2016-04-14_Nottingham/Novice_video/43
1073,NoXI/065_2016-04-14_Nottingham/Expert_video/44,NoXI/065_2016-04-14_Nottingham/Novice_video/44
1074,NoXI/064_2016-04-14_Nottingham/Expert_video/1,NoXI/064_2016-04-14_Nottingham/Novice_video/1
1075,NoXI/064_2016-04-14_Nottingham/Expert_video/2,NoXI/064_2016-04-14_Nottingham/Novice_video/2
1076,NoXI/064_2016-04-14_Nottingham/Expert_video/3,NoXI/064_2016-04-14_Nottingham/Novice_video/3
1077,NoXI/064_2016-04-14_Nottingham/Expert_video/4,NoXI/064_2016-04-14_Nottingham/Novice_video/4
1078,NoXI/064_2016-04-14_Nottingham/Expert_video/5,NoXI/064_2016-04-14_Nottingham/Novice_video/5
1079,NoXI/064_2016-04-14_Nottingham/Expert_video/6,NoXI/064_2016-04-14_Nottingham/Novice_video/6
1080,NoXI/064_2016-04-14_Nottingham/Expert_video/7,NoXI/064_2016-04-14_Nottingham/Novice_video/7
1081,NoXI/064_2016-04-14_Nottingham/Expert_video/8,NoXI/064_2016-04-14_Nottingham/Novice_video/8
1082,NoXI/064_2016-04-14_Nottingham/Expert_video/9,NoXI/064_2016-04-14_Nottingham/Novice_video/9
1083,NoXI/064_2016-04-14_Nottingham/Expert_video/10,NoXI/064_2016-04-14_Nottingham/Novice_video/10
1084,NoXI/064_2016-04-14_Nottingham/Expert_video/11,NoXI/064_2016-04-14_Nottingham/Novice_video/11
1085,NoXI/064_2016-04-14_Nottingham/Expert_video/12,NoXI/064_2016-04-14_Nottingham/Novice_video/12
1086,NoXI/064_2016-04-14_Nottingham/Expert_video/13,NoXI/064_2016-04-14_Nottingham/Novice_video/13
1087,NoXI/064_2016-04-14_Nottingham/Expert_video/14,NoXI/064_2016-04-14_Nottingham/Novice_video/14
1088,NoXI/064_2016-04-14_Nottingham/Expert_video/15,NoXI/064_2016-04-14_Nottingham/Novice_video/15
1089,NoXI/064_2016-04-14_Nottingham/Expert_video/16,NoXI/064_2016-04-14_Nottingham/Novice_video/16
1090,NoXI/064_2016-04-14_Nottingham/Expert_video/17,NoXI/064_2016-04-14_Nottingham/Novice_video/17
1091,NoXI/064_2016-04-14_Nottingham/Expert_video/18,NoXI/064_2016-04-14_Nottingham/Novice_video/18
1092,NoXI/064_2016-04-14_Nottingham/Expert_video/19,NoXI/064_2016-04-14_Nottingham/Novice_video/19
1093,NoXI/064_2016-04-14_Nottingham/Expert_video/20,NoXI/064_2016-04-14_Nottingham/Novice_video/20
1094,NoXI/064_2016-04-14_Nottingham/Expert_video/21,NoXI/064_2016-04-14_Nottingham/Novice_video/21
1095,NoXI/064_2016-04-14_Nottingham/Expert_video/22,NoXI/064_2016-04-14_Nottingham/Novice_video/22
1096,NoXI/054_2016-04-12_Nottingham/Expert_video/1,NoXI/054_2016-04-12_Nottingham/Novice_video/1
1097,NoXI/054_2016-04-12_Nottingham/Expert_video/2,NoXI/054_2016-04-12_Nottingham/Novice_video/2
1098,NoXI/054_2016-04-12_Nottingham/Expert_video/3,NoXI/054_2016-04-12_Nottingham/Novice_video/3
1099,NoXI/054_2016-04-12_Nottingham/Expert_video/4,NoXI/054_2016-04-12_Nottingham/Novice_video/4
1100,NoXI/054_2016-04-12_Nottingham/Expert_video/5,NoXI/054_2016-04-12_Nottingham/Novice_video/5
1101,NoXI/054_2016-04-12_Nottingham/Expert_video/6,NoXI/054_2016-04-12_Nottingham/Novice_video/6
1102,NoXI/054_2016-04-12_Nottingham/Expert_video/7,NoXI/054_2016-04-12_Nottingham/Novice_video/7
1103,NoXI/054_2016-04-12_Nottingham/Expert_video/8,NoXI/054_2016-04-12_Nottingham/Novice_video/8
1104,NoXI/054_2016-04-12_Nottingham/Expert_video/9,NoXI/054_2016-04-12_Nottingham/Novice_video/9
1105,NoXI/054_2016-04-12_Nottingham/Expert_video/10,NoXI/054_2016-04-12_Nottingham/Novice_video/10
1106,NoXI/054_2016-04-12_Nottingham/Expert_video/11,NoXI/054_2016-04-12_Nottingham/Novice_video/11
1107,NoXI/054_2016-04-12_Nottingham/Expert_video/12,NoXI/054_2016-04-12_Nottingham/Novice_video/12
1108,NoXI/054_2016-04-12_Nottingham/Expert_video/13,NoXI/054_2016-04-12_Nottingham/Novice_video/13
1109,NoXI/054_2016-04-12_Nottingham/Expert_video/14,NoXI/054_2016-04-12_Nottingham/Novice_video/14
1110,NoXI/054_2016-04-12_Nottingham/Expert_video/15,NoXI/054_2016-04-12_Nottingham/Novice_video/15
1111,NoXI/054_2016-04-12_Nottingham/Expert_video/16,NoXI/054_2016-04-12_Nottingham/Novice_video/16
1112,NoXI/054_2016-04-12_Nottingham/Expert_video/17,NoXI/054_2016-04-12_Nottingham/Novice_video/17
1113,NoXI/054_2016-04-12_Nottingham/Expert_video/18,NoXI/054_2016-04-12_Nottingham/Novice_video/18
1114,NoXI/054_2016-04-12_Nottingham/Expert_video/19,NoXI/054_2016-04-12_Nottingham/Novice_video/19
1115,NoXI/054_2016-04-12_Nottingham/Expert_video/20,NoXI/054_2016-04-12_Nottingham/Novice_video/20
1116,NoXI/054_2016-04-12_Nottingham/Expert_video/21,NoXI/054_2016-04-12_Nottingham/Novice_video/21
1117,NoXI/054_2016-04-12_Nottingham/Expert_video/22,NoXI/054_2016-04-12_Nottingham/Novice_video/22
1118,NoXI/054_2016-04-12_Nottingham/Expert_video/23,NoXI/054_2016-04-12_Nottingham/Novice_video/23
1119,NoXI/054_2016-04-12_Nottingham/Expert_video/24,NoXI/054_2016-04-12_Nottingham/Novice_video/24
1120,NoXI/054_2016-04-12_Nottingham/Expert_video/25,NoXI/054_2016-04-12_Nottingham/Novice_video/25
1121,NoXI/054_2016-04-12_Nottingham/Expert_video/26,NoXI/054_2016-04-12_Nottingham/Novice_video/26
1122,NoXI/054_2016-04-12_Nottingham/Expert_video/27,NoXI/054_2016-04-12_Nottingham/Novice_video/27
1123,NoXI/054_2016-04-12_Nottingham/Expert_video/28,NoXI/054_2016-04-12_Nottingham/Novice_video/28
1124,NoXI/054_2016-04-12_Nottingham/Expert_video/29,NoXI/054_2016-04-12_Nottingham/Novice_video/29
1125,NoXI/054_2016-04-12_Nottingham/Expert_video/30,NoXI/054_2016-04-12_Nottingham/Novice_video/30
1126,NoXI/054_2016-04-12_Nottingham/Expert_video/31,NoXI/054_2016-04-12_Nottingham/Novice_video/31
1127,NoXI/054_2016-04-12_Nottingham/Expert_video/32,NoXI/054_2016-04-12_Nottingham/Novice_video/32
1128,NoXI/054_2016-04-12_Nottingham/Expert_video/33,NoXI/054_2016-04-12_Nottingham/Novice_video/33
1129,NoXI/054_2016-04-12_Nottingham/Expert_video/34,NoXI/054_2016-04-12_Nottingham/Novice_video/34
1130,NoXI/054_2016-04-12_Nottingham/Expert_video/35,NoXI/054_2016-04-12_Nottingham/Novice_video/35
1131,NoXI/054_2016-04-12_Nottingham/Expert_video/36,NoXI/054_2016-04-12_Nottingham/Novice_video/36
1132,NoXI/054_2016-04-12_Nottingham/Expert_video/37,NoXI/054_2016-04-12_Nottingham/Novice_video/37
1133,NoXI/054_2016-04-12_Nottingham/Expert_video/38,NoXI/054_2016-04-12_Nottingham/Novice_video/38
1134,NoXI/054_2016-04-12_Nottingham/Expert_video/39,NoXI/054_2016-04-12_Nottingham/Novice_video/39
1135,NoXI/054_2016-04-12_Nottingham/Expert_video/40,NoXI/054_2016-04-12_Nottingham/Novice_video/40
1136,NoXI/054_2016-04-12_Nottingham/Expert_video/41,NoXI/054_2016-04-12_Nottingham/Novice_video/41
1137,NoXI/054_2016-04-12_Nottingham/Expert_video/42,NoXI/054_2016-04-12_Nottingham/Novice_video/42
1138,NoXI/054_2016-04-12_Nottingham/Expert_video/43,NoXI/054_2016-04-12_Nottingham/Novice_video/43
1139,NoXI/054_2016-04-12_Nottingham/Expert_video/44,NoXI/054_2016-04-12_Nottingham/Novice_video/44
1140,NoXI/054_2016-04-12_Nottingham/Expert_video/45,NoXI/054_2016-04-12_Nottingham/Novice_video/45
1141,NoXI/054_2016-04-12_Nottingham/Expert_video/46,NoXI/054_2016-04-12_Nottingham/Novice_video/46
1142,NoXI/054_2016-04-12_Nottingham/Expert_video/47,NoXI/054_2016-04-12_Nottingham/Novice_video/47
1143,NoXI/054_2016-04-12_Nottingham/Expert_video/48,NoXI/054_2016-04-12_Nottingham/Novice_video/48
1144,NoXI/054_2016-04-12_Nottingham/Expert_video/49,NoXI/054_2016-04-12_Nottingham/Novice_video/49
1145,NoXI/054_2016-04-12_Nottingham/Expert_video/50,NoXI/054_2016-04-12_Nottingham/Novice_video/50
1146,NoXI/054_2016-04-12_Nottingham/Expert_video/51,NoXI/054_2016-04-12_Nottingham/Novice_video/51
1147,NoXI/054_2016-04-12_Nottingham/Expert_video/52,NoXI/054_2016-04-12_Nottingham/Novice_video/52
